[Artist Name],[Artist style Trained?],[Midjourney (prompt: artwork by <artist full name>)],[Midjourney (prompt: portrait of a person by <artist full name> --ar 2:3)],[Midjourney (prompt: environment design by <artist full name> --ar 3:2)]
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Anime Only,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,NO,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,
,Yes,,,